sub,mvc,ses,task,run,filepath,trial,trial_type,im_num,isStrength,gf_trPer,resp1,resp1RT,auc,auc_prop_targ,auc_rel_mvc,prop_valid_grip_samples,iscorr,resp1_diff,resp2,resp2RT,lure_bin,conf_median,resp2_bin_temp,resp2_bin_0,resp2_bin_1,resp2_bin_med,stimlev_mst
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,22.0,lure,159.0,1,0.4,indoor,0.6115410000056727,5273.95558739255,0.8845950331084451,0.35383801324337805,1.0,,,,,1.0,,0,128,0,,1lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,23.0,targ,80.0,1,0.4,indoor,0.36487650001072325,5228.454154727794,0.8769631255833268,0.3507852502333307,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,24.0,targ,75.0,0,0.05,outdoor,0.4941021999984514,1053.3037249283668,1.413356222647926,0.0706678111323963,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,25.0,targ,73.0,0,0.05,outdoor,0.4352096999937203,853.5644699140402,1.1453397784824424,0.05726698892412212,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,26.0,targ,124.0,1,0.4,indoor,0.5645643000025302,4761.555873925501,0.7986507671797217,0.3194603068718887,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,27.0,lure,151.0,1,0.4,outdoor,0.3763920000055805,5113.292263610315,0.857647142504246,0.3430588570016984,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,28.0,targ,127.0,0,0.05,indoor,0.9526449999975739,889.0601719197708,1.192969033102678,0.059648451655133904,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,29.0,targ,101.0,1,0.4,indoor,0.3175744000036502,4807.498567335244,0.8063566869062805,0.3225426747625122,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,30.0,targ,92.0,1,0.4,outdoor,0.34113889999571256,5501.584527220631,0.9227749961792403,0.3691099984716961,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,31.0,lure,154.0,0,0.05,indoor,0.4351639999949839,1313.0501432664757,1.7618921747956735,0.08809460873978368,1.0,,,,,3.0,,0,128,0,,3lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,32.0,targ,79.0,1,0.4,outdoor,0.3057985999912489,4975.78223495702,0.8345827297814524,0.333833091912581,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,33.0,lure,143.0,0,0.05,indoor,0.729378000003635,1749.7106017191977,2.3478169764766155,0.11739084882383077,1.0,,,,,3.0,,0,128,0,,3lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,34.0,lure,166.0,1,0.4,indoor,0.8232276999915484,5058.661891117478,0.8484840474869974,0.3393936189947989,1.0,,,,,4.0,,0,128,0,,4lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,35.0,targ,102.0,1,0.4,outdoor,0.5881982999999309,5168.163323782235,0.8668506078131895,0.34674024312527574,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,36.0,targ,90.0,1,0.4,outdoor,0.7527373999910196,5625.704871060172,0.9435935711271674,0.377437428450867,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,37.0,lure,161.0,0,0.05,indoor,0.5998964000027627,1103.7908309455588,1.4811014169011187,0.07405507084505594,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,38.0,targ,86.0,0,0.05,outdoor,0.44693599999300204,826.1905444126074,1.108608580224901,0.05543042901124505,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,39.0,targ,108.0,1,0.4,outdoor,0.517458300004364,5294.438395415473,0.8880305929915251,0.35521223719661005,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,40.0,targ,71.0,0,0.05,indoor,0.30578029999742284,922.2922636103152,1.237560903871607,0.06187804519358036,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,41.0,lure,148.0,1,0.4,indoor,0.4469249000103446,5302.232091690545,0.8893378214844926,0.355735128593797,1.0,,,,,1.0,,0,128,0,,1lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,42.0,lure,164.0,1,0.4,indoor,0.49395930000173394,5090.54441260745,0.8538316693403974,0.341532667736159,1.0,,,,,4.0,,0,128,0,,4lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,43.0,lure,133.0,0,0.05,outdoor,0.3177929000084987,1045.8467048710602,1.4033501574921976,0.07016750787460987,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,44.0,lure,173.0,0,0.05,outdoor,0.6112625999958254,1008.8782234957021,1.3537446809737699,0.0676872340486885,1.0,,,,,1.0,,0,128,0,,1lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,45.0,targ,84.0,1,0.4,outdoor,0.29401830000279006,4751.862464183381,0.7970249017415937,0.3188099606966375,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,46.0,lure,131.0,0,0.05,outdoor,0.23591059999307618,1357.6819484240689,1.821780541327164,0.0910890270663582,1.0,,,,,2.0,,0,128,0,,2lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,47.0,lure,147.0,0,0.05,indoor,0.3293508000060683,1017.1275071633238,1.3648138304774555,0.06824069152387278,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,48.0,lure,144.0,1,0.4,indoor,0.4116459000069881,4462.154727793696,0.7484325273052157,0.2993730109220863,1.0,,,,,4.0,,0,128,0,,4lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,49.0,lure,157.0,1,0.4,indoor,0.41171879999455996,4909.127507163324,0.823402802274962,0.3293611209099848,1.0,,,,,3.0,,0,128,0,,3lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,50.0,lure,165.0,0,0.05,indoor,0.23523720000230242,735.4240687679084,0.986815254972034,0.0493407627486017,1.0,,,,,4.0,,0,128,0,,4lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,51.0,targ,115.0,0,0.05,indoor,0.28230720000283327,1032.6074498567336,1.3855853067517392,0.06927926533758696,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,52.0,lure,175.0,1,0.4,indoor,0.5998117999988608,4410.2750716332375,0.7397308070501908,0.2958923228200763,0.8950617283950617,,,,,4.0,,0,128,0,,4lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,53.0,targ,107.0,0,0.05,outdoor,0.3764128000038909,912.0716332378223,1.223846539064505,0.06119232695322525,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,54.0,targ,106.0,0,0.05,indoor,0.6822162000025855,919.8954154727794,1.2343447372999388,0.061717236864996944,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,55.0,targ,100.0,1,0.4,indoor,1.4818901999969967,5027.190544412608,0.8432053915485757,0.33728215661943023,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,56.0,targ,118.0,1,0.4,outdoor,0.32908949999546167,5162.83094555874,0.8659562136126702,0.34638248544506806,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,57.0,targ,122.0,0,0.05,outdoor,1.0585730000020703,1276.0028653295128,1.712180966560903,0.08560904832804514,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,58.0,lure,170.0,0,0.05,indoor,0.3646223999967333,1044.240687679083,1.401195152873644,0.07005975764368219,1.0,,,,,4.0,,0,128,0,,4lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,59.0,targ,104.0,0,0.05,indoor,0.38801779999630526,1095.4985673352435,1.469974595552155,0.07349872977760774,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,60.0,lure,191.0,0,0.05,outdoor,0.011814800003776327,901.3925501432665,1.2095170079077713,0.06047585039538856,1.0,,,,,3.0,,0,128,0,,3lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,61.0,targ,77.0,1,0.4,indoor,0.31754849999560975,3925.103151862464,0.658353430369417,0.2633413721477668,0.9691358024691358,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,62.0,targ,81.0,0,0.05,indoor,0.3175937000050908,1061.9369627507162,1.424940573969428,0.0712470286984714,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,63.0,lure,174.0,1,0.4,indoor,0.3646602999942843,4888.842406876791,0.8200004037029169,0.3280001614811668,0.9506172839506173,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,64.0,lure,139.0,0,0.05,indoor,0.1645758999948157,1171.9727793696275,1.5725901098552533,0.07862950549276267,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,65.0,targ,98.0,1,0.4,outdoor,0.2704680000024382,4904.30659025788,0.8225941949442939,0.32903767797771755,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,66.0,lure,169.0,0,0.05,indoor,0.5998756000044523,1206.1962750716332,1.618512277855261,0.08092561389276305,1.0,,,,,2.0,,0,128,0,,2lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,67.0,targ,82.0,0,0.05,indoor,0.5762911999918288,1214.9140401146133,1.6302100504724768,0.08151050252362384,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,68.0,lure,153.0,1,0.4,indoor,0.5293179000000237,4831.7249283667625,0.8104201490048243,0.32416805960192974,1.0,,,,,1.0,,0,128,0,,1lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,69.0,lure,185.0,1,0.4,indoor,0.32935889999498613,5551.4269340974215,0.9311350107509933,0.37245400430039727,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,70.0,lure,152.0,0,0.05,indoor,0.3977984999946784,1346.051575931232,1.806174539994944,0.09030872699974721,1.0,,,,,1.0,,0,128,0,,1lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,71.0,lure,177.0,1,0.4,indoor,0.7056600999931106,5047.808022922636,0.846663539571056,0.3386654158284224,1.0,,,,,1.0,,0,128,0,,1lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,72.0,targ,120.0,1,0.4,indoor,0.8468389000045136,5219.545845272206,0.8754689441919165,0.35018757767676656,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,73.0,targ,126.0,0,0.05,outdoor,0.09407289999944624,963.8810888252149,1.293366103757417,0.06466830518787084,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,74.0,targ,110.0,0,0.05,indoor,0.23523540000314824,927.0888252148997,1.2439970818046289,0.062199854090231446,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,75.0,targ,111.0,0,0.05,outdoor,0.44681629999831785,818.5859598853868,1.0984045084003848,0.054920225420019245,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,76.0,targ,99.0,1,0.4,outdoor,0.4705282999930205,4919.239255014327,0.8250988351248452,0.3300395340499381,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,77.0,targ,95.0,1,0.4,indoor,0.4350677999900654,5111.550143266476,0.8573549384881711,0.34294197539526844,1.0,,,,,,,0,128,0,,0targ
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,78.0,lure,181.0,1,0.4,indoor,0.6702991999918595,6498.127507163324,1.089924103851614,0.43596964154064566,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,79.0,lure,167.0,0,0.05,outdoor,0.37610580000909977,1201.2765042979943,1.6119107739657756,0.08059553869828878,1.0,,,,,5.0,,0,128,0,,5lure
13,14905,1,MSTstudy,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject13_MST_session1_run1_9_15_11.mat,80.0,targ,114.0,0,0.05,outdoor,0.3176396000053501,879.5014326647564,1.1801428147128565,0.05900714073564283,1.0,,,,,,,0,128,0,,0targ
