index,sub,mvc,ses,task,run,filepath,trial,stimLev,stimLev_i,isOddball,resp1_diff,isStrength,gf_trPer,iscorr,resp1,resp1RT,resp2,resp2RT,hit,miss,fa,cr,hit_1,hit_2,hit_3,hit_4,miss_1,miss_2,miss_3,miss_4,fa_1,fa_2,fa_3,fa_4,cr_1,cr_2,cr_3,cr_4,auc,auc_prop_targ,auc_rel_mvc,prop_valid_grip_samples,conf_median,resp2_bin_temp,resp2_bin_0,resp2_bin_1,resp2_bin_med
10,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,11.0,90,4,1,,1,0.4,1,,3.0108023998327553,1.0,0.01174749992787838,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4021.9598853868197,0.612133186014066,0.24485327440562643,1.0,4.0,0,70,0,0
11,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,12.0,0,0,0,,1,0.4,1,,0.011735100066289306,3.0,2.0229280998464674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3987.3037249283666,0.6068585968781758,0.24274343875127033,1.0,4.0,0,70,0,0
12,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,13.0,5,1,1,0.0,1,0.4,0,2.0,1.9877190000843257,4.0,0.5059312002267689,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4280.094555873926,0.6514206982640213,0.26056827930560855,1.0,4.0,2,70,0,1
13,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,14.0,20,2,1,1.0,0,0.05,1,1.0,2.081695399945602,4.0,0.870276500005275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1380.5214899713467,1.6808979544275497,0.08404489772137749,1.0,4.0,2,70,0,1
14,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,15.0,90,4,1,1.0,0,0.05,1,1.0,2.5168182998895645,4.0,0.9529327000491321,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,828.1948424068768,1.0083950351964894,0.05041975175982447,1.0,4.0,2,70,0,1
15,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,16.0,0,0,0,0.0,1,0.4,1,2.0,2.0935099001508206,2.0,1.1526852000970393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3538.67335243553,0.5385780701990031,0.21543122807960124,1.0,4.0,0,70,0,0
16,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,17.0,90,4,1,1.0,0,0.05,1,1.0,2.375809600111097,4.0,0.6468776999972761,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,848.919770773639,1.0336293324895154,0.05168146662447577,1.0,4.0,2,70,0,1
17,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,18.0,0,0,0,0.0,1,0.4,1,2.0,2.0582059000153095,4.0,0.48180160019546747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3275.1232091690545,0.49846633525646145,0.19938653410258458,0.9691358024691358,4.0,2,70,0,1
18,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,19.0,0,0,0,0.0,0,0.05,1,2.0,1.8347745998762548,3.0,0.7879918001126498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,913.8510028653295,1.1126884242850719,0.05563442121425359,1.0,4.0,0,70,0,0
19,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,20.0,45,3,1,1.0,0,0.05,1,1.0,2.07002710015513,4.0,0.5174482001457363,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,980.2779369627507,1.1935686557442478,0.05967843278721239,1.0,4.0,2,70,0,1
20,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,21.0,45,3,1,1.0,0,0.05,1,1.0,2.070029699942097,4.0,0.3764247000217438,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,833.2578796561604,1.0145596976210403,0.05072798488105201,1.0,4.0,2,70,0,1
21,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,22.0,45,3,1,1.0,1,0.4,1,1.0,2.7639997999649495,4.0,0.435118299908936,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3605.610315186246,0.5487657243373685,0.2195062897349474,1.0,4.0,2,70,0,1
22,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,23.0,90,4,1,1.0,1,0.4,1,1.0,2.211058400105685,4.0,0.4469401999376714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4229.7249283667625,0.6437545550296424,0.25750182201185695,1.0,4.0,2,70,0,1
23,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,24.0,45,3,1,1.0,0,0.05,1,1.0,2.458100799936801,4.0,0.45865579997189343,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,826.5014326647564,1.006333170175035,0.05031665850875176,1.0,4.0,2,70,0,1
24,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,25.0,20,2,1,1.0,0,0.05,1,1.0,1.5877928999252617,4.0,0.4703205998521298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,859.4928366762177,1.0465029059737216,0.05232514529868609,1.0,4.0,2,70,0,1
25,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,26.0,5,1,1,0.0,0,0.05,0,2.0,1.7876433997880667,3.0,0.9525617000181228,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,916.9054441260745,1.1164074566249536,0.05582037283124769,1.0,4.0,0,70,0,0
26,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,27.0,45,3,1,,1,0.4,1,,3.0107887000776827,1.0,0.011786499992012978,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3972.0888252148998,0.6045429235990045,0.24181716943960183,1.0,4.0,0,70,0,0
27,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,28.0,5,1,1,1.0,1,0.4,1,1.0,0.011839000042527914,3.0,2.5284976998809725,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3088.4441260744984,0.4700542015820191,0.18802168063280764,0.8395061728395061,4.0,0,70,0,0
28,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,29.0,90,4,1,1.0,0,0.05,1,1.0,1.8817762001417577,4.0,0.47049420000985265,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1075.2521489971348,1.3092075356107813,0.06546037678053906,0.8024691358024691,4.0,2,70,0,1
29,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,30.0,20,2,1,0.0,1,0.4,0,2.0,2.0227565998211503,3.0,0.3878614997956902,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4246.3767908309455,0.6462889307851798,0.2585155723140719,1.0,4.0,0,70,0,0
30,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,31.0,5,1,1,0.0,0,0.05,0,2.0,2.105229000095278,4.0,1.3525447000283748,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,824.1318051575931,1.00344795465432,0.050172397732716006,0.9814814814814815,4.0,2,70,0,1
31,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,32.0,45,3,1,0.0,0,0.05,0,2.0,2.49341500014998,2.0,0.35274709993973374,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,787.8395415472779,0.9592591520117836,0.04796295760058918,1.0,4.0,0,70,0,0
32,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,33.0,45,3,1,1.0,1,0.4,1,1.0,1.7171773000154644,4.0,0.5763928999658674,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3693.657593123209,0.5621663206385012,0.22486652825540054,1.0,4.0,2,70,0,1
33,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,34.0,5,1,1,0.0,0,0.05,0,2.0,1.6817256000358611,4.0,0.7644386000465602,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,946.3209169054442,1.152223203342803,0.05761116016714015,1.0,4.0,2,70,0,1
34,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,35.0,90,4,1,1.0,1,0.4,1,1.0,2.152318200096488,4.0,0.6136399998795241,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3958.5787965616046,0.602486727834166,0.24099469113366642,1.0,4.0,2,70,0,1
35,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,36.0,5,1,1,0.0,1,0.4,0,2.0,1.9289153998252004,3.0,0.43517039995640516,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4363.515759312321,0.6641172165031537,0.2656468866012615,1.0,4.0,0,70,0,0
36,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,37.0,45,3,1,1.0,0,0.05,1,1.0,1.4935464998707175,4.0,1.517196899978444,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1127.103151862464,1.3723403772829221,0.06861701886414612,1.0,4.0,2,70,0,1
37,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,38.0,45,3,1,1.0,1,0.4,1,1.0,1.693659400101751,4.0,0.41165379993617535,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3924.0888252148998,0.597237432304715,0.23889497292188602,1.0,4.0,2,70,0,1
38,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,39.0,0,0,0,0.0,1,0.4,1,2.0,1.7171833999454975,3.0,0.42350210016593337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4191.4240687679085,0.6379252509387416,0.2551701003754967,1.0,4.0,0,70,0,0
39,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,40.0,0,0,0,0.0,1,0.4,1,2.0,1.987567099975422,3.0,0.5410591000691056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4261.15329512894,0.6485378812749513,0.25941515250998054,1.0,4.0,0,70,0,0
40,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,41.0,20,2,1,1.0,0,0.05,1,1.0,2.352138399844989,3.0,0.376436100108549,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1325.0358166189112,1.6133396038218812,0.08066698019109407,1.0,4.0,0,70,0,0
41,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,42.0,0,0,0,,0,0.05,1,,3.0108727999031544,2.0,0.41154529992491007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1027.0,1.250456593205893,0.06252282966029465,1.0,4.0,0,70,0,0
42,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,43.0,45,3,1,1.0,1,0.4,1,1.0,1.4111953999381512,4.0,0.2823338999878615,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3718.0315186246416,0.5658759769001341,0.22635039076005367,1.0,4.0,2,70,0,1
43,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,44.0,20,2,1,0.0,1,0.4,0,2.0,2.905027899891138,2.0,0.2234284000005573,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4269.081661891118,0.6497445607407643,0.2598978242963057,1.0,4.0,0,70,0,0
44,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,45.0,0,0,0,0.0,0,0.05,1,2.0,1.7054022001102567,2.0,0.4704567000735551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,921.2893982808023,1.1217452797769416,0.056087263988847086,1.0,4.0,0,70,0,0
45,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,46.0,5,1,1,0.0,0,0.05,0,2.0,1.6702771000564098,3.0,0.5057802000083029,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,957.4627507163324,1.1657892983274472,0.05828946491637236,1.0,4.0,0,70,0,0
46,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,47.0,45,3,1,1.0,1,0.4,1,1.0,1.7757914999965578,4.0,0.32934779999777675,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4212.585959885387,0.6411460428414383,0.25645841713657536,1.0,4.0,2,70,0,1
47,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,48.0,45,3,1,1.0,0,0.05,1,1.0,1.3290319999214262,4.0,0.4233975999522954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1006.445558739255,1.2254298779243333,0.061271493896216674,1.0,4.0,2,70,0,1
48,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,49.0,45,3,1,1.0,0,0.05,1,1.0,1.3173132999800146,4.0,0.48220510012470186,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1108.3696275071634,1.3495307774347538,0.0674765388717377,1.0,4.0,2,70,0,1
49,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,50.0,0,0,0,0.0,1,0.4,1,2.0,2.3049449000973254,2.0,0.5645089000463486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4286.839541547278,0.6524472698081208,0.26097890792324835,1.0,4.0,0,70,0,0
50,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,51.0,45,3,1,1.0,1,0.4,1,1.0,1.4702504000160843,4.0,0.41154340002685785,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4060.4914040114613,0.6179975958863175,0.24719903835452706,1.0,4.0,2,70,0,1
51,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,52.0,0,0,0,0.0,0,0.05,1,2.0,2.1053337000776082,3.0,0.3527862001210451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1570.240687679083,1.9118966122964605,0.09559483061482303,1.0,4.0,0,70,0,0
52,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,53.0,90,4,1,1.0,0,0.05,1,1.0,2.540450499858707,4.0,0.2822645001579076,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,906.5171919770773,1.103758909018723,0.05518794545093616,1.0,4.0,2,70,0,1
53,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,54.0,0,0,0,0.0,1,0.4,1,2.0,1.4936413001269102,4.0,0.37647469993680716,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4075.4283667621776,0.6202709677892027,0.2481083871156811,1.0,4.0,2,70,0,1
54,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,55.0,5,1,1,0.0,0,0.05,0,2.0,2.9755575999151915,3.0,0.49398610019125044,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1064.4985673352435,1.2961141694085516,0.06480570847042759,1.0,4.0,0,70,0,0
55,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,56.0,0,0,0,0.0,0,0.05,1,2.0,1.999192399904132,3.0,0.44695000001229346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1038.4756446991405,1.2644291302802149,0.06322145651401075,1.0,4.0,0,70,0,0
56,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,57.0,20,2,1,0.0,0,0.05,0,2.0,1.823001699987799,3.0,0.25868759979493916,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,961.9684813753581,1.171275394344768,0.05856376971723841,1.0,4.0,0,70,0,0
57,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,58.0,5,1,1,0.0,0,0.05,0,2.0,1.646621699910611,3.0,0.3528187000192702,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1019.0157593123209,1.240735126400001,0.06203675632000006,1.0,4.0,0,70,0,0
58,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,59.0,0,0,0,0.0,1,0.4,1,2.0,2.3523013999219984,3.0,0.14111139997839928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4369.352435530086,0.6650055454051634,0.2660022181620654,1.0,4.0,0,70,0,0
59,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,60.0,20,2,1,,1,0.4,1,,3.010830600047484,2.0,0.011811200063675642,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4298.116045845272,0.6541635282243504,0.2616654112897402,1.0,4.0,0,70,0,0
60,11,16426,1,cdt,1,/content/G/Shareddrives/LC-Aging/Young Adult - Behavioral + Pupillometry Study/Data Collection/metacog YA/subject11_CD_session1_run1_8_22_9.mat,61.0,5,1,1,0.0,0,0.05,0,2.0,1.7054129999596626,4.0,0.24725890019908547,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,642.7263610315186,0.782571972521026,0.0391285986260513,1.0,4.0,2,70,0,1
